idx,condition,method,k,logp_A,logp_B,logit_diff_A_minus_B,p_A,p_B,top_token_id,top_token
7,SU −0.5σ,SU,-0.5,-9.501414537431287,-0.001414607047422578,-9.499999930383865,7.474602402334426e-05,0.9985863930374954,33,B
8,SU −0.5σ,SU,-0.5,-8.877447009087291,-0.002446752507921701,-8.87500025657937,0.00013949985319244826,0.9975562383512012,33,B
9,SU −0.5σ,SU,-0.5,-8.009338498119178,-0.009338128384115407,-8.000000369735062,0.0003323444927925961,0.990705336537853,33,B
10,SU −0.5σ,SU,-0.5,-7.629318594933807,-0.004318310414987536,-7.625000284518819,0.00048599190288461984,0.995691000080741,33,B
11,SU −0.5σ,SU,-0.5,-8.127388477326349,-0.002388123423770594,-8.125000353902578,0.00029533847770115237,0.9976147258743632,33,B
12,SU −0.5σ,SU,-0.5,-3.8969234228140976,-0.02192355133621504,-3.8749998714778826,0.02030428314523399,0.978315023068726,33,B
13,SU −0.5σ,SU,-0.5,-8.504473924638319,-0.004473788665222855,-8.500000135973096,0.0002025601001396411,0.995536203820311,33,B
14,SU −0.5σ,SU,-0.5,-7.627593874932586,-0.0025937226615724285,-7.625000152271014,0.00048683082608580935,0.9974096381307678,33,B
15,SU −0.5σ,SU,-0.5,-7.755189538004515,-0.005189389458564619,-7.750000148545951,0.0004285129760000127,0.9948240521615929,33,B
16,SU −0.5σ,SU,-0.5,-7.7522913217559335,-0.0022913133740303238,-7.750000008381903,0.00042975670069076615,0.9977113096806628,33,B
17,SU −0.5σ,SU,-0.5,-8.504948854447889,-0.0049486220826793215,-8.50000023236521,0.00020246392115079751,0.9950636021748562,33,B
18,SU −0.5σ,SU,-0.5,-8.629069685939157,-0.00406960957047886,-8.625000076368678,0.00017883093673637786,0.9959386600686783,33,B
19,SU −0.5σ,SU,-0.5,-8.127486824990228,-0.00248658843429439,-8.125000236555934,0.00029530943328006564,0.9975165005658386,33,B
20,SU −0.5σ,SU,-0.5,-7.754274010665313,-0.004274146172747351,-7.749999864492565,0.00042890547098727396,0.995734974990317,33,B
21,SU −0.5σ,SU,-0.5,-8.37659823894569,-0.001598151634198075,-8.375000087311491,0.00023019167214327117,0.9984031247300931,33,B
22,SU −0.5σ,SU,-0.5,-7.627794384957269,-0.0027942883325522416,-7.625000096624717,0.0004867332214105392,0.9972096120573067,33,B
23,SU −0.5σ,SU,-0.5,-7.877282619477228,-0.002282750560880231,-7.874999868916348,0.0003792622576560842,0.9977198529327624,33,B
24,SU −0.5σ,SU,-0.5,-7.504381775859656,-0.0043816864531436295,-7.500000089406512,0.0005506661802585018,0.9956278991294935,33,B
25,SU −0.5σ,SU,-0.5,-8.501060009003595,-0.0010595651119729155,-8.500000443891622,0.00020325280497763832,0.9989409960289344,33,B
26,SU −0.5σ,SU,-0.5,-8.627748250963577,-0.0027485177872677014,-8.62499973317631,0.00017906740639612645,0.9972552559295781,33,B
27,SU −0.5σ,SU,-0.5,-8.31554365158172,-0.0030431842906182283,-8.312500467291102,0.0002446838346570122,0.9969614415011264,33,B
28,SU −0.5σ,SU,-0.5,-7.941554188729242,-0.004054178950354981,-7.937500009778887,0.000355653296199216,0.9959540281383775,33,B
29,SU −0.5σ,SU,-0.5,-8.06823325157643,-0.005732505122750808,-8.06250074645368,0.000313336378882931,0.9942838943331214,33,B
0,SU +0.5σ,SU,0.5,-5.335122597083682,-0.08511783693393227,-5.25000476014975,0.004819319241567649,0.9184040561068548,33,B
1,SU +0.5σ,SU,0.5,-4.7706996273991535,-0.08319558964285534,-4.687504037756298,0.008474449128636057,0.9201711536709493,33,B
2,SU +0.5σ,SU,0.5,-4.999014427274233,-0.06153383388300426,-4.9374805933912285,0.00674459100941531,0.9403211304860997,33,B
3,SU +0.5σ,SU,0.5,-4.683757224585861,-0.12122022858238779,-4.562536996003473,0.009244215960704032,0.8858388510750317,33,B
4,SU +0.5σ,SU,0.5,-3.7139483872888377,-0.08895994843624067,-3.624988438852597,0.02438106707841902,0.9148822153040463,33,B
5,SU +0.5σ,SU,0.5,-4.215833327019936,-0.15327538980636746,-4.062557937213569,0.014760016719988013,0.8578934341705632,33,B
6,SU +0.5σ,SU,0.5,-4.492397834867006,-0.11739806583500467,-4.3749997690320015,0.01119377079003961,0.8892311501615735,33,B
7,SU +0.5σ,SU,0.5,-5.553850177122513,-0.053854822188441176,-5.499995354934072,0.0038725186211575014,0.9475696626064263,33,B
8,SU +0.5σ,SU,0.5,-5.269127258914523,-0.08163157969829626,-5.187495679216227,0.0051481015727600915,0.9216114365207441,33,B
9,SU +0.5σ,SU,0.5,-5.170688548590988,-0.10817060529370792,-5.06251794329728,0.005680656064584178,0.8974744694732116,33,B
10,SU +0.5σ,SU,0.5,-4.097527275953325,-0.09751324121316429,-4.000014034740161,0.016613705762218177,0.907090330499856,33,B
11,SU +0.5σ,SU,0.5,-5.202303535108513,-0.07729975806432776,-5.125003777044185,0.005503871445908479,0.9256123522499102,33,B
12,SU +0.5σ,SU,0.5,-1.682148823980242,-0.30715725690242834,-1.3749915670778137,0.1859739211481113,0.7355349238682299,33,B
13,SU +0.5σ,SU,0.5,-5.345404281542869,-0.09539324165962171,-5.250011039883248,0.004770022383463633,0.9090154014493123,33,B
14,SU +0.5σ,SU,0.5,-4.115849510068074,-0.11586502705176827,-3.9999844830163056,0.01631207724797373,0.890595421475257,33,B
15,SU +0.5σ,SU,0.5,-4.6283208338863915,-0.065833229207783,-4.5624876046786085,0.009771152723228352,0.9362869965962677,33,B
16,SU +0.5σ,SU,0.5,-4.754249228484696,-0.06674385748920031,-4.6875053709954955,0.008615010170164682,0.9354347752649587,33,B
17,SU +0.5σ,SU,0.5,-5.273455753253074,-0.08594484002969693,-5.187510913223377,0.005125866201803324,0.9176448470866674,33,B
18,SU +0.5σ,SU,0.5,-4.964397125586402,-0.08940698704100214,-4.8749901385453995,0.00698215880539139,0.9144733190380134,33,B
19,SU +0.5σ,SU,0.5,-5.307882194087142,-0.05787920668080915,-5.250002987406333,0.004952403849653538,0.9437639409307913,33,B
20,SU +0.5σ,SU,0.5,-4.154310958838323,-0.09179286494327243,-4.062518093895051,0.01569660300985032,0.9122940980652385,33,B
21,SU +0.5σ,SU,0.5,-4.373779430316063,-0.12376842023513746,-4.250011010080925,0.01260351632789484,0.883584437467887,33,B
22,SU +0.5σ,SU,0.5,-4.520963915885659,-0.08345527434721589,-4.437508641538443,0.010878532622716179,0.9199322303206595,33,B
23,SU +0.5σ,SU,0.5,-3.931897057540482,-0.18190197412332054,-3.7499950834171614,0.019606442700677164,0.8336830589231294,33,B
24,SU +0.5σ,SU,0.5,-4.328056222962914,-0.07806969957164256,-4.2499865233912715,0.013193167157920231,0.924899959165925,33,B
25,SU +0.5σ,SU,0.5,-4.744358554715291,-0.056873945039114915,-4.687484609676176,0.008700641201502421,0.9447131476400356,33,B
26,SU +0.5σ,SU,0.5,-5.125834128106362,-0.06335831554315519,-5.062475812563207,0.00594125951747241,0.9386070959166574,33,B
27,SU +0.5σ,SU,0.5,-4.795832074247301,-0.10830578862805851,-4.687526285619242,0.008264119605055726,0.8973531540820281,33,B
28,SU +0.5σ,SU,0.5,-4.913210760714719,-0.10071090972633101,-4.812499850988388,0.007348854996258865,0.9041943889096415,33,B
29,SU +0.5σ,SU,0.5,-4.691631351248361,-0.12913142575416714,-4.562499925494194,0.00917171166196632,0.878858453320075,33,B
0,SU +1.0σ,SU,1.0,-4.4661506657721475,-2.215223027509637,-2.2509276382625103,0.011491465313731153,0.10912917272652847,33,B
1,SU +1.0σ,SU,1.0,-3.9963159429607913,-2.1204960849136114,-1.8758198580471799,0.01838323919233952,0.1199720973988603,33,B
2,SU +1.0σ,SU,1.0,-4.210538956802338,-2.2710192990489304,-1.939519657753408,0.014838368942738902,0.10320692772712459,33,B
3,SU +1.0σ,SU,1.0,-4.097979927551933,-2.346654857043177,-1.7513250705087557,0.01660618724350925,0.09568871988188453,33,B
4,SU +1.0σ,SU,1.0,-3.4520638599060476,-1.8261245538014919,-1.6259393061045557,0.03168018539601658,0.16103644811663112,33,B
5,SU +1.0σ,SU,1.0,-4.007577641692478,-2.31924193771556,-1.688335703976918,0.018177374062127973,0.09834811134717339,33,B
6,SU +1.0σ,SU,1.0,-3.9346941020339727,-2.3081661940086633,-1.6265279080253094,0.01955167923171724,0.09944344443960355,33,B
7,SU +1.0σ,SU,1.0,-4.327805741515476,-2.077146694296971,-2.2506590472185053,0.01319647221543675,0.12528718532006394,33,B
8,SU +1.0σ,SU,1.0,-4.265911525464617,-2.3900923407636583,-1.8758191847009584,0.014039064334253873,0.09162122311316456,33,B
9,SU +1.0σ,SU,1.0,-4.424294241704047,-2.4852584779728204,-1.9390357637312263,0.011982665182614366,0.08330401947495483,33,B
10,SU +1.0σ,SU,1.0,-3.5837471956619993,-2.020353129133582,-1.5633940665284172,0.027771438023411244,0.13260862884078006,33,B
11,SU +1.0σ,SU,1.0,-4.245618159009609,-2.119880840415135,-2.1257373185944743,0.014326874654503458,0.12004593228267962,33,B
12,SU +1.0σ,SU,1.0,-2.398255647625774,-1.9598161031026393,-0.4384395445231348,0.09087633546361863,0.1408843267295454,33,B
13,SU +1.0σ,SU,1.0,-4.477835291589145,-2.47668788745068,-2.0011474041384645,0.011357973262592453,0.08402105242348556,33,B
14,SU +1.0σ,SU,1.0,-3.714152210915927,-2.1506326934322715,-1.5635195174836554,0.02437609814730478,0.11641048232135504,33,B
15,SU +1.0σ,SU,1.0,-3.999464004766196,-1.9983083852566779,-2.001155619509518,0.018325458615310843,0.1355644121413052,33,B
16,SU +1.0σ,SU,1.0,-4.048316248692572,-2.109589541796595,-1.9387267068959773,0.017451734295814852,0.12128773976550584,33,B
17,SU +1.0σ,SU,1.0,-4.377618369529955,-2.251466040732339,-2.126152328797616,0.012555224947974437,0.10524481821615092,33,B
18,SU +1.0σ,SU,1.0,-4.336093592341058,-2.1475427199620754,-2.1885508723789826,0.01308755379555196,0.11677074393615058,33,B
19,SU +1.0σ,SU,1.0,-4.230678780761082,-1.9799341391772032,-2.2507446415838785,0.014542516017384096,0.13807833096391947,33,B
20,SU +1.0σ,SU,1.0,-3.6895946204313077,-2.0010120493825525,-1.6885825710487552,0.02498212723382767,0.13519838653157304,33,B
21,SU +1.0σ,SU,1.0,-4.071059695445001,-2.2572099149692804,-1.8138497804757208,0.017059301261849406,0.1046420380202937,33,B
22,SU +1.0σ,SU,1.0,-4.003381157410331,-2.1274537575664,-1.8759273998439312,0.01825381540694071,0.11914026797179979,33,B
23,SU +1.0σ,SU,1.0,-3.8379654800519347,-2.3991964319720864,-1.4387690480798483,0.0215373750198903,0.09079088063335038,33,B
24,SU +1.0σ,SU,1.0,-3.789136870589573,-1.8509778233710676,-1.9381590472185053,0.02261511319882357,0.15708349128336832,33,B
25,SU +1.0σ,SU,1.0,-4.107818850316107,-2.04409214342013,-2.0637267068959773,0.016443601396193434,0.1294977019680927,33,B
26,SU +1.0σ,SU,1.0,-4.221692198480014,-2.0956096274312586,-2.126082571048755,0.014673792514193153,0.12299523952207564,33,B
27,SU +1.0σ,SU,1.0,-4.121641692589037,-2.370348657015711,-1.751293035573326,0.016217867821742206,0.09344813924818626,33,B
28,SU +1.0σ,SU,1.0,-4.219109115074389,-2.280589066212997,-1.9385200488613918,0.014711745140430998,0.10222397228801298,33,B
29,SU +1.0σ,SU,1.0,-4.145769088994712,-2.3945398535579443,-1.7512292354367673,0.01583125562357093,0.09121464136010952,33,B
0,SU +1.5σ,SU,1.5,-5.952730800956488,-6.696337474510074,0.743606673553586,0.0025987341940232386,0.0012354284147644643,2523,You
1,SU +1.5σ,SU,1.5,-5.6991881667636335,-6.568890602327883,0.8697024355642498,0.00334868292635391,0.0014033534258819016,2523,You
2,SU +1.5σ,SU,1.5,-6.033170730806887,-6.709547659382224,0.6763769285753369,0.002397878883843405,0.0012192155005802097,2523,You
3,SU +1.5σ,SU,1.5,-5.8307997402735054,-6.636298592202365,0.80549885192886,0.00293572822105964,0.001311874049136305,2523,You
4,SU +1.5σ,SU,1.5,-5.525286947377026,-6.079598505049944,0.5543115576729178,0.003984725121642037,0.0022890955287428114,2523,You
5,SU +1.5σ,SU,1.5,-5.823686645831913,-6.6928605837747455,0.8691739379428327,0.0029566847777744774,0.0012397313404403734,2523,You
6,SU +1.5σ,SU,1.5,-6.018885710276663,-6.75939155369997,0.7405058434233069,0.0024323784598352595,0.0011599347172271857,2523,You
7,SU +1.5σ,SU,1.5,-5.836464892607182,-6.51913455221802,0.6826696596108377,0.0029191438942007576,0.001474945038058223,2523,You
8,SU +1.5σ,SU,1.5,-5.899762182962149,-6.7702145259827375,0.8704523430205882,0.0027400963828939783,0.001147448466985926,2523,You
9,SU +1.5σ,SU,1.5,-6.021908730268478,-6.764445855282247,0.7425371250137687,0.002425036434259914,0.0011540868482464034,2523,You
10,SU +1.5σ,SU,1.5,-5.577156255953014,-6.4463640209287405,0.8692077649757266,0.003783308998140755,0.0015862793744604799,2523,You
11,SU +1.5σ,SU,1.5,-5.846781033556908,-6.528865993954241,0.6820849603973329,0.0028891843932502153,0.0014606613097146919,2523,You
12,SU +1.5σ,SU,1.5,-5.0120635982602835,-5.877857180312276,0.8657935820519924,0.006657151435846014,0.0028007804169071903,2523,You
13,SU +1.5σ,SU,1.5,-6.1564772026613355,-6.89925376791507,0.7427765652537346,0.002119707433979515,0.0010085377515390702,2523,You
14,SU +1.5σ,SU,1.5,-5.665209740400314,-6.531811808235943,0.866602067835629,0.00346442106745139,0.0014563648042284414,2523,You
15,SU +1.5σ,SU,1.5,-5.765091215260327,-6.381902772933245,0.6168115576729178,0.0031351093809198825,0.0016919005892318197,2523,You
16,SU +1.5σ,SU,1.5,-5.799900444690138,-6.604461763985455,0.8045613192953169,0.003027856169530553,0.0013543119169681119,2523,You
17,SU +1.5σ,SU,1.5,-6.051443489734083,-6.7935048090294,0.7420613192953169,0.002354460912202384,0.0011210328747741404,2523,You
18,SU +1.5σ,SU,1.5,-5.983618206810206,-6.4768276661634445,0.49320945935323834,0.0025196930087351224,0.0015386841649158685,2523,You
19,SU +1.5σ,SU,1.5,-5.808286696206778,-6.428009212948382,0.6197225167416036,0.003002569982495146,0.0016156640781100136,2523,You
20,SU +1.5σ,SU,1.5,-5.603267618454993,-6.345819517970085,0.7425518995150924,0.003685800228930001,0.00175406466601887,2523,You
21,SU +1.5σ,SU,1.5,-5.837376035749912,-6.578112503513694,0.7407364677637815,0.0029164853476010893,0.0013904713292653928,2523,You
22,SU +1.5σ,SU,1.5,-5.772520967759192,-6.453832201659679,0.6813112339004874,0.003111902611193865,0.0015744768798394062,2523,You
23,SU +1.5σ,SU,1.5,-5.7252847561612725,-6.654390703886747,0.9291059477254748,0.0032624241483180947,0.0012883528926030383,2523,You
24,SU +1.5σ,SU,1.5,-5.572672740090638,-6.192364053800702,0.6196913137100637,0.003800309606816799,0.0020449865760232997,2523,You
25,SU +1.5σ,SU,1.5,-5.973823775537312,-6.466600340791047,0.4927765652537346,0.0025444932224739274,0.0015545015353406425,2523,You
26,SU +1.5σ,SU,1.5,-5.871384354308248,-6.364148661494255,0.4927643071860075,0.0028189681808352346,0.0017222070166152323,2523,You
27,SU +1.5σ,SU,1.5,-5.933757253922522,-6.7392418859526515,0.8054846320301294,0.0026485121382547314,0.0011835440779794449,2523,You
28,SU +1.5σ,SU,1.5,-5.764585342258215,-6.695109896361828,0.9305245541036129,0.0031366957493310027,0.0012369459309344278,2523,You
29,SU +1.5σ,SU,1.5,-5.964263712055981,-6.769569491036236,0.8053057789802551,0.00256893538737566,0.0011481888501072637,2523,You
0,SU +2.0σ,SU,2.0,-6.872714659199119,-7.865494607016444,0.9927799478173256,0.001035661776301865,0.0003837594603394227,2523,You
1,SU +2.0σ,SU,2.0,-6.80593385361135,-7.830793742090464,1.0248598884791136,0.0011071857387906414,0.00039730999343374124,2523,You
2,SU +2.0σ,SU,2.0,-6.909091362729669,-7.9631977416574955,1.0541063789278269,0.0009986648084149797,0.00034803839923162194,2523,You
3,SU +2.0σ,SU,2.0,-6.819649951532483,-7.873586585745215,1.0539366342127323,0.0010921031444095439,0.00038066661743551156,2523,You
4,SU +2.0σ,SU,2.0,-6.711187979206443,-7.796374728903174,1.0851867496967316,0.0012172172365687015,0.00041122307510258605,2523,You
5,SU +2.0σ,SU,2.0,-6.858381411060691,-7.944470450282097,1.086089039221406,0.0010506130678472096,0.00035461762903751966,2523,You
6,SU +2.0σ,SU,2.0,-6.912816995754838,-7.903622854501009,0.990805858746171,0.0009949510721286117,0.0003694028206376563,2523,You
7,SU +2.0σ,SU,2.0,-6.73242406360805,-7.788172924891114,1.0557488612830639,0.001191640841022851,0.00041460971546526703,2523,You
8,SU +2.0σ,SU,2.0,-6.821342749521136,-7.845988191664219,1.0246454421430826,0.001090255998267016,0.00039131871909857727,2523,You
9,SU +2.0σ,SU,2.0,-6.90690322779119,-7.960302386432886,1.053399158641696,0.0010008524142896818,0.0003490475542553515,2523,You
10,SU +2.0σ,SU,2.0,-6.726664824411273,-7.844913685694337,1.1182488612830639,0.0011985235863268414,0.00039173941938038036,2523,You
11,SU +2.0σ,SU,2.0,-6.809491828083992,-7.802203858271241,0.9927120301872492,0.0011032533999245514,0.00040883297546638234,2523,You
12,SU +2.0σ,SU,2.0,-6.588589424267411,-7.799939855933189,1.2113504316657782,0.0013759795186725483,0.00040975962284882096,2523,You
13,SU +2.0σ,SU,2.0,-6.898981276899576,-7.92187169007957,1.0228904131799936,0.0010088126064611987,0.0003627227861085363,2523,You
14,SU +2.0σ,SU,2.0,-6.828696513548493,-7.883041687309742,1.0543451737612486,0.0010822679201452582,0.00037708433800100416,2523,You
15,SU +2.0σ,SU,2.0,-6.860647581517696,-7.9759769178926945,1.115329336374998,0.0010482348952411255,0.0003436190531350072,2523,You
16,SU +2.0σ,SU,2.0,-6.855981055647135,-7.9404271915555,1.0844461359083652,0.0010531379416971783,0.0003560543424053869,2523,You
17,SU +2.0σ,SU,2.0,-6.8858744110912085,-7.90856116078794,1.0226867496967316,0.0010221220096661978,0.00036758309324981086,2523,You
18,SU +2.0σ,SU,2.0,-6.868992766365409,-7.860374815762043,0.9913820493966341,0.0010395235805981328,0.00038572926686461723,2523,You
19,SU +2.0σ,SU,2.0,-6.769777102395892,-7.8247627057135105,1.0549856033176184,0.0011479504978021305,0.0003997134247628786,2523,You
20,SU +2.0σ,SU,2.0,-6.801450038328767,-7.886547438800335,1.085097400471568,0.0011121613015430715,0.0003757646885540587,2523,You
21,SU +2.0σ,SU,2.0,-6.82120569050312,-7.874786350876093,1.0535806603729725,0.0010904054379243168,0.0003802101807645754,2523,You
22,SU +2.0σ,SU,2.0,-6.802226401865482,-7.857097478583455,1.0548710767179728,0.001111298195147127,0.00038699550554394997,2523,You
23,SU +2.0σ,SU,2.0,-6.723006799817085,-7.809353657066822,1.0863468572497368,0.0012029158436772606,0.00040592032678459883,2523,You
24,SU +2.0σ,SU,2.0,-6.729630226269364,-7.7534806579351425,1.0238504316657782,0.0011949747467253475,0.00042924587932775517,2523,You
25,SU +2.0σ,SU,2.0,-6.91980548761785,-7.911663262173533,0.9918577745556831,0.0009880221043746386,0.00036644458003163145,2523,You
26,SU +2.0σ,SU,2.0,-6.8556329645216465,-7.84727337770164,0.9916404131799936,0.0010535045934790116,0.0003908161247773903,2523,You
27,SU +2.0σ,SU,2.0,-6.851372132077813,-7.8756556790322065,1.0242835469543934,0.00105800297665356,0.0003798797969759674,2523,You
28,SU +2.0σ,SU,2.0,-6.8094008937478065,-7.895094249397516,1.0856933556497097,0.0011033537281016869,0.00037256678433937135,2523,You
29,SU +2.0σ,SU,2.0,-6.868416199460626,-7.921534411609173,1.0531182121485472,0.0010401231083087574,0.00036284514532841845,2523,You
0,SU +3.0σ,SU,3.0,-7.221098307520151,-7.913792945444584,0.6926946379244328,0.0007309991159981003,0.0003656649995641632,29,>
1,SU +3.0σ,SU,3.0,-7.256689909845591,-7.9493846613913774,0.6926947515457869,0.0007054392427169549,0.0003528792380539324,29,>
2,SU +3.0σ,SU,3.0,-7.197211259976029,-7.921235868707299,0.7240246087312698,0.000748670747927788,0.0003629534863424512,29,>
3,SU +3.0σ,SU,3.0,-7.194343946874142,-7.824885360896587,0.6305414140224457,0.0007508205019083514,0.00039966440084616625,29,>
4,SU +3.0σ,SU,3.0,-7.193587983027101,-7.854575226083398,0.6609872430562973,0.0007513883096574356,0.000387972837946738,29,>
5,SU +3.0σ,SU,3.0,-7.215182298794389,-7.877017356455326,0.6618350576609373,0.0007353365305876679,0.0003793628752531173,29,>
6,SU +3.0σ,SU,3.0,-7.218385580927134,-7.848886081948876,0.6305005010217428,0.0007329848088427262,0.00039018636190019817,29,>
7,SU +3.0σ,SU,3.0,-7.185055935755372,-7.847220413386822,0.6621644776314497,0.0007578266171500142,0.0003908368246338311,29,>
8,SU +3.0σ,SU,3.0,-7.268676973879337,-7.930685289204121,0.6620083153247833,0.000697033577615882,0.00035953993964829784,29,>
9,SU +3.0σ,SU,3.0,-7.227632040157914,-7.8585229609161615,0.6308909207582474,0.000726238532341763,0.0003864442432886102,29,>
10,SU +3.0σ,SU,3.0,-7.179373815655708,-7.871989795938134,0.6926159802824259,0.0007621449359879088,0.0003812749475685497,29,>
11,SU +3.0σ,SU,3.0,-7.24704390950501,-7.9405253902077675,0.6934814807027578,0.0007122768345821124,0.00035601938006548414,29,>
12,SU +3.0σ,SU,3.0,-7.2879872266203165,-7.949822284281254,0.6618350576609373,0.0006837028075679964,0.00035272484380769007,29,>
13,SU +3.0σ,SU,3.0,-7.252006830647588,-7.913927862420678,0.6619210317730904,0.0007087506182249806,0.00036561566847603393,29,>
14,SU +3.0σ,SU,3.0,-7.17471082508564,-7.836674429476261,0.6619636043906212,0.0007657071093733966,0.0003949803941034092,29,>
15,SU +3.0σ,SU,3.0,-7.189116949215531,-7.882202120497823,0.6930851712822914,0.0007547553135808186,0.00037740105843186154,29,>
16,SU +3.0σ,SU,3.0,-7.249595465138555,-7.911516496911645,0.6619210317730904,0.0007104617372578485,0.00036649836531319635,29,>
17,SU +3.0σ,SU,3.0,-7.220421865582466,-7.881787845864892,0.6613659802824259,0.0007314937617372718,0.0003775574385067236,29,>
18,SU +3.0σ,SU,3.0,-7.2138342801481485,-7.87566945143044,0.6618351712822914,0.0007363284463524296,0.00037987456515615006,29,>
19,SU +3.0σ,SU,3.0,-7.262367609888315,-7.893169159069657,0.6308015491813421,0.0007014453191774633,0.0003732846998567794,29,>
20,SU +3.0σ,SU,3.0,-7.242251496762037,-7.966608157381415,0.7243566606193781,0.0007156985517522305,0.00034685346530948506,29,>
21,SU +3.0σ,SU,3.0,-7.214547708630562,-7.845261313021183,0.6307136043906212,0.0007358033160101356,0.0003916032637202861,29,>
22,SU +3.0σ,SU,3.0,-7.22779281437397,-7.95135304518044,0.7235602308064699,0.0007261217812965866,0.0003521853194553615,29,>
23,SU +3.0σ,SU,3.0,-7.192238802090287,-7.8540738597512245,0.6618350576609373,0.0007524027526206419,0.0003881674032356492,29,>
24,SU +3.0σ,SU,3.0,-7.210564021021128,-7.902948210015893,0.6923841889947653,0.0007387403728373516,0.0003696521202982508,29,>
25,SU +3.0σ,SU,3.0,-7.188991621136665,-7.8506586495786905,0.6616670284420252,0.0007548499115420502,0.00038949534280546995,29,>
26,SU +3.0σ,SU,3.0,-7.252509893849492,-7.914741488173604,0.6622315943241119,0.0007083941615372635,0.0003653183151360599,29,>
27,SU +3.0σ,SU,3.0,-7.185577943921089,-7.847244972363114,0.6616670284420252,0.0007574311287007448,0.000390827226199385,29,>
28,SU +3.0σ,SU,3.0,-7.254718603566289,-7.947889635339379,0.6931710317730904,0.0007068312511124498,0.00035340719626533577,29,>
29,SU +3.0σ,SU,3.0,-7.177717093378305,-7.839768642559648,0.6620515491813421,0.0007634086450003614,0.0003937601294532995,29,>
0,SU +5.0σ,SU,5.0,-9.95566937327385,-9.475209139287472,-0.4804602339863777,4.745781374294282e-05,7.673066390821727e-05,12279,anna
1,SU +5.0σ,SU,5.0,-9.982872530817986,-9.44494080543518,-0.5379317253828049,4.6184212880450135e-05,7.908867984056152e-05,12279,anna
2,SU +5.0σ,SU,5.0,-9.955331772565842,-9.445555225014687,-0.5097765475511551,4.747383823925139e-05,7.904010113253314e-05,12279,anna
3,SU +5.0σ,SU,5.0,-9.957761824131012,-9.446810960769653,-0.5109508633613586,4.735861442094463e-05,7.894090994346049e-05,12279,anna
4,SU +5.0σ,SU,5.0,-9.949860543012619,-9.440083995461464,-0.5097765475511551,4.773429035297667e-05,7.947373283733192e-05,12279,anna
5,SU +5.0σ,SU,5.0,-9.988308474421501,-9.479721195995808,-0.5085872784256935,4.593383922891804e-05,7.638523069456573e-05,12279,anna
6,SU +5.0σ,SU,5.0,-9.988586947321892,-9.450655221939087,-0.5379317253828049,4.592104968033588e-05,7.863802302989918e-05,12279,anna
7,SU +5.0σ,SU,5.0,-10.008569583296776,-9.47311795502901,-0.535451628267765,4.501253356549638e-05,7.689128975530943e-05,12279,anna
8,SU +5.0σ,SU,5.0,-9.989321276545525,-9.480733998119831,-0.5085872784256935,4.5887340889765475e-05,7.630790673421958e-05,12279,anna
9,SU +5.0σ,SU,5.0,-9.987364739179611,-9.477588191628456,-0.5097765475511551,4.5977209073400117e-05,7.654833461408512e-05,12279,anna
10,SU +5.0σ,SU,5.0,-9.983000323176384,-9.445068597793579,-0.5379317253828049,4.617831126806388e-05,7.907857355740871e-05,12279,anna
11,SU +5.0σ,SU,5.0,-9.984067887067795,-9.504581578075886,-0.479486308991909,4.612903927556737e-05,7.4509674788608e-05,12279,anna
12,SU +5.0σ,SU,5.0,-9.954759567975998,-9.445928812026978,-0.5088307559490204,4.750101076076875e-05,7.901057829231806e-05,12279,anna
13,SU +5.0σ,SU,5.0,-9.95685002207756,-9.44801926612854,-0.5088307559490204,4.740181579538015e-05,7.884558282267401e-05,12279,anna
14,SU +5.0σ,SU,5.0,-9.960679113864899,-9.479072697460651,-0.4816064164042473,4.7220656950081525e-05,7.643478247016908e-05,12279,anna
15,SU +5.0σ,SU,5.0,-9.958907097578049,-9.450076341629028,-0.5088307559490204,4.730440690449959e-05,7.868355821149156e-05,12279,anna
16,SU +5.0σ,SU,5.0,-9.957955330610275,-9.449124574661255,-0.5088307559490204,4.734945110881397e-05,7.875848227257147e-05,12279,anna
17,SU +5.0σ,SU,5.0,-9.98898558318615,-9.449148304760456,-0.5398372784256935,4.5902747551193835e-05,7.875661334814917e-05,12279,anna
18,SU +5.0σ,SU,5.0,-9.957475632429123,-9.448644876480103,-0.5088307559490204,4.73721700030599e-05,7.879627163628781e-05,12279,anna
19,SU +5.0σ,SU,5.0,-9.983593598008156,-9.507460497319698,-0.4761331006884575,4.615092296341406e-05,7.42954759305592e-05,12279,anna
20,SU +5.0σ,SU,5.0,-9.972508296370506,-9.437056668102741,-0.535451628267765,4.666536597524683e-05,7.971469038771698e-05,12279,anna
21,SU +5.0σ,SU,5.0,-9.98307280242443,-9.445141077041626,-0.5379317253828049,4.617496442007707e-05,7.907284220956505e-05,12279,anna
22,SU +5.0σ,SU,5.0,-9.960278570652008,-9.44932770729065,-0.5109508633613586,4.723957465215678e-05,7.874248547977061e-05,12279,anna
23,SU +5.0σ,SU,5.0,-9.981275126338005,-9.442397609353065,-0.5388775169849396,4.625804670455028e-05,7.929007384494437e-05,12279,anna
24,SU +5.0σ,SU,5.0,-9.988341853022575,-9.45041012763977,-0.5379317253828049,4.593230604721048e-05,7.865729912318712e-05,12279,anna
25,SU +5.0σ,SU,5.0,-9.981983706355095,-9.472422502934933,-0.5095612034201622,4.622528078703396e-05,7.69447825624725e-05,12279,anna
